"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,   "rms[A_RhoW]"  ,    "rms[A_E]"    ,    "Sens_Geo"    ,    "Sens_AoA"    ,    "Sens_Mach"   ,   "Sens_Press"   ,    "Sens_Temp"   
          0,           0,          29,      -4.127483401,      -3.959887158,       -4.28298675,      -4.193433884,      -4.558136287,                 0,      0.0036745734,      0.1534098031,     -0.2081724979,                 0
          0,           0,          30,      -4.126820385,      -3.967148384,      -4.297710149,      -4.201263892,       -4.56399362,                 0,     0.00367432235,      0.1602229899,     -0.2131359351,                 0
          0,           0,          31,       -4.12595384,        -3.9736771,      -4.312006725,      -4.210280911,      -4.569421508,                 0,    0.003667056658,      0.1668927282,     -0.2168157806,                 0
          0,           0,          32,      -4.125250105,      -3.979660925,      -4.325655755,      -4.220462759,      -4.574467294,                 0,    0.003653932842,      0.1733447132,     -0.2192700938,                 0
          0,           0,          33,      -4.124999438,      -3.985272641,      -4.338497632,      -4.231684694,      -4.579192763,                 0,    0.003635870831,      0.1795171309,     -0.2205566422,                 0
          0,           0,          34,      -4.125405125,      -3.990652558,      -4.350438479,      -4.243761614,      -4.583671351,                 0,    0.003613569369,      0.1853621671,     -0.2207287941,                 0
          0,           0,          35,      -4.126586705,      -3.995903287,      -4.361443279,      -4.256482159,      -4.587988747,                 0,    0.003587531497,      0.1908443296,     -0.2198348962,                 0
          0,           0,          36,      -4.128591691,      -4.001092689,      -4.371521379,      -4.269632446,      -4.592243358,                 0,    0.003558097246,       0.195937375,     -0.2179197843,                 0
          0,           0,          37,      -4.131411201,      -4.006260847,      -4.380709717,      -4.283009775,      -4.596544253,                 0,    0.003525480785,      0.2006211945,     -0.2150271677,                 0
          0,           0,          38,      -4.134996258,      -4.011427936,      -4.389058609,      -4.296428251,      -4.601005722,                 0,    0.003489809205,      0.2048794382,     -0.2112019685,                 0
          0,           0,          39,       -4.13927263,      -4.016601058,      -4.396622954,      -4.309719002,      -4.605739066,                 0,    0.003451160127,      0.2086981307,     -0.2064920994,                 0
          0,           0,          40,      -4.144152951,      -4.021779222,      -4.403459223,       -4.32272785,      -4.610843122,                 0,    0.003409595481,      0.2120651738,     -0.2009495075,                 0
          0,           0,          41,       -4.14954557,      -4.026956451,      -4.409626699,      -4.335312902,      -4.616395186,                 0,    0.003365189279,      0.2149704492,     -0.1946305426,                 0
          0,           0,          42,      -4.155360038,      -4.032123453,      -4.415190505,      -4.347343803,      -4.622443671,                 0,    0.003318047893,      0.2174062029,     -0.1875958178,                 0
          0,           0,          43,      -4.161509616,      -4.037268463,      -4.420224116,      -4.358703424,      -4.629003177,                 0,    0.003268322224,      0.2193674572,     -0.1799097524,                 0
          0,           0,          44,       -4.16791142,      -4.042377812,       -4.42480988,      -4.369291809,      -4.636052174,                 0,    0.003216212008,      0.2208522941,     -0.1716399515,                 0
          0,           0,          45,      -4.174485049,      -4.047436604,      -4.429037184,      -4.379031431,      -4.643533059,                 0,    0.003161963307,      0.2218619514,     -0.1628565188,                 0
          0,           0,          46,      -4.181150523,      -4.052429673,       -4.43299876,      -4.387872376,      -4.651354277,                 0,    0.003105860745,      0.2224007447,     -0.1536313542,                 0
          0,           0,          47,      -4.187826321,      -4.057342799,      -4.436786141,      -4.395796071,      -4.659394175,                 0,    0.003048216342,      0.2224758649,     -0.1440374462,                 0
          0,           0,          48,      -4.194428139,      -4.062164043,      -4.440485301,      -4.402816537,      -4.667506377,                 0,    0.002989356798,      0.2220971119,      -0.134148162,                 0
          0,           0,          49,       -4.20086877,      -4.066885009,      -4.444173257,      -4.408978761,      -4.675526547,                 0,    0.002929610842,      0.2212766121,     -0.1240365321,                 0
          0,           0,          50,      -4.207059292,      -4.071501834,      -4.447916023,      -4.414354447,      -4.683280424,                 0,    0.002869297916,      0.2200285526,     -0.1137745386,                 0
          0,           0,          51,      -4.212911543,      -4.076015786,       -4.45176793,      -4.419035885,       -4.69059295,                 0,    0.002808718976,      0.2183689426,     -0.1034324241,                 0
          0,           0,          52,      -4.218341652,      -4.080433396,      -4.455772082,      -4.423128955,      -4.697298134,                 0,    0.002748149823,      0.2163154006,    -0.09307804706,                 0
          0,           0,          53,      -4.223274251,      -4.084766162,      -4.459961582,      -4.426746208,      -4.703249035,                 0,    0.002687836949,      0.2138869592,    -0.08277630821,                 0
          0,           0,          54,      -4.227646899,       -4.08902988,      -4.464361166,      -4.430000762,      -4.708327065,                 0,    0.002627995668,      0.2111038764,     -0.0725886727,                 0
          0,           0,          55,      -4.231414177,      -4.093243726,       -4.46898892,      -4.433001443,      -4.712449651,                 0,    0.002568810089,      0.2079874472,    -0.06257280159,                 0
          0,           0,          56,      -4.234550972,      -4.097429224,      -4.473857882,      -4.435849282,      -4.715575377,                 0,    0.002510434483,      0.2045598131,    -0.05278229874,                 0
          0,           0,          57,      -4.237054557,      -4.101609185,       -4.47897738,      -4.438635303,      -4.717705964,                 0,    0.002452995551,       0.200843772,    -0.04326656894,                 0
          0,           0,          58,      -4.238945213,       -4.10580674,      -4.484354088,      -4.441439382,       -4.71888489,                 0,    0.002396595202,      0.1968625932,    -0.03407077481,                 0
          0,           0,          59,      -4.240265379,      -4.110044502,      -4.489992785,      -4.444329929,      -4.719192959,                 0,    0.002341313533,      0.1926398461,    -0.02523587462,                 0
          0,           0,          60,      -4.241077447,       -4.11434391,      -4.495896869,      -4.447364164,      -4.718741519,                 0,    0.002287211787,       0.188199247,    -0.01679872001,                 0
          0,           0,          61,      -4.241460526,      -4.118724746,       -4.50206867,       -4.45058878,      -4.717664336,                 0,    0.002234335167,      0.1835645306,    -0.00879219204,                 0
          0,           0,          62,      -4.241506529,      -4.123204837,       -4.50850962,       -4.45404083,      -4.716109131,                 0,    0.002182715431,      0.1787593471,    -0.00124535535,                 0
          0,           0,          63,      -4.241316023,      -4.127799901,      -4.515220304,      -4.457748734,       -4.71422967,                 0,    0.002132373267,      0.1738071859,    0.005816386828,                 0
          0,           0,          64,      -4.240994168,       -4.13252353,      -4.522200443,      -4.461733316,      -4.712179012,                 0,    0.002083320454,      0.1687313219,     0.01237115043,                 0
          0,           0,          65,      -4.240647048,      -4.137387268,      -4.529448819,      -4.466008811,      -4.710104223,                 0,    0.002035561816,      0.1635547826,     0.01840045064,                 0
          0,           0,          66,      -4.240378555,       -4.14240077,      -4.536963165,      -4.470583814,      -4.708142637,                 0,    0.001989097031,      0.1583003283,     0.02388910977,                 0
          0,           0,          67,      -4.240287918,      -4.147571997,      -4.544740037,      -4.475462138,      -4.706419504,                 0,    0.001943922262,      0.1529904413,     0.02882519443,                 0
          0,           0,          68,      -4.240467855,      -4.152907445,      -4.552774673,      -4.480643572,      -4.705046797,                 0,    0.001900031667,      0.1476473179,     0.03319998004,                 0
          0,           0,          69,      -4.241003315,      -4.158412364,      -4.561060859,      -4.486124547,      -4.704122914,                 0,    0.001857418753,      0.1422928581,     0.03700793764,                 0
          0,           0,          70,      -4.241970684,      -4.164090963,       -4.56959082,      -4.491898699,      -4.703732978,                 0,    0.001816077579,      0.1369486471,     0.04024673539,                 0
          0,           0,          71,      -4.243437381,      -4.169946578,      -4.578355131,      -4.497957366,      -4.703949522,                 0,    0.001776003794,      0.1316359261,     0.04291724511,                 0
          0,           0,          72,      -4.245461716,      -4.175981797,       -4.58734269,      -4.504289997,      -4.704833367,                 0,     0.00173719549,      0.1263755486,     0.04502354335,                 0
          0,           0,          73,      -4.248092918,      -4.182198527,      -4.596540727,      -4.510884528,      -4.706434536,                 0,    0.001699653849,      0.1211879203,     0.04657289543,                 0
          0,           0,          74,      -4.251371257,      -4.188598012,      -4.605934885,      -4.517727696,      -4.708793134,                 0,    0.001663383579,      0.1160929225,     0.04757571199,                 0
          0,           0,          75,      -4.255328194,      -4.195180789,      -4.615509358,      -4.524805333,      -4.711940096,                 0,    0.001628393115,      0.1111098199,     0.04804546851,                 0
          0,           0,          76,      -4.259986493,      -4.201946607,      -4.625247084,      -4.532102616,      -4.715897775,                 0,      0.0015946946,      0.1062571542,     0.04799858074,                 0
          0,           0,          77,      -4.265360279,      -4.208894296,      -4.635129987,      -4.539604294,      -4.720680347,                 0,    0.001562303633,      0.1015526285,     0.04745423213,                 0
          0,           0,          78,      -4.271454996,      -4.216021613,      -4.645139256,       -4.54729488,      -4.726294013,                 0,    0.001531238824,     0.09701298647,     0.04643415271,                 0
          0,           0,          79,      -4.278267254,      -4.223325074,       -4.65525563,      -4.555158803,      -4.732736987,                 0,    0.001501521171,     0.09265389155,     0.04496235314,                 0
          0,           0,          80,      -4.285784565,      -4.230799779,      -4.665459693,      -4.563180533,      -4.739999285,                 0,    0.001473173299,     0.08848981311,     0.04306482101,                 0
          0,           0,          81,       -4.29398495,      -4.238439251,      -4.675732142,      -4.571344661,      -4.748062291,                 0,    0.001446218612,     0.08453392423,     0.04076918959,                 0
          0,           0,          82,      -4.302836445,      -4.246235297,      -4.686054031,      -4.579635951,      -4.756898137,                 0,    0.001420680402,     0.08079801661,     0.03810439183,                 0
          0,           0,          83,      -4.312296522,      -4.254177899,       -4.69640697,      -4.588039372,      -4.766468888,                 0,    0.001396580953,     0.07729243623,     0.03510031304,                 0
          0,           0,          84,      -4.322311471,      -4.262255147,        -4.7067733,      -4.596540119,       -4.77672556,                 0,    0.001373940698,     0.07402604215,     0.03178745583,                 0
          0,           0,          85,      -4.332815795,      -4.270453216,      -4.717136226,      -4.605123634,      -4.787607033,                 0,    0.001352777441,     0.07100618897,     0.02819662976,                 0
          0,           0,          86,      -4.343731729,      -4.278756394,       -4.72747995,      -4.613775646,      -4.799038899,                 0,    0.001333105686,     0.06823873224,     0.02435867574,                 0
          0,           0,          87,      -4.354968968,      -4.287147167,      -4.737789795,      -4.622482236,      -4.810932377,                 0,    0.001314936072,     0.06572805456,     0.02030423255,                 0
          0,           0,          88,      -4.366424792,      -4.295606352,      -4.748052353,       -4.63122994,      -4.823183423,                 0,    0.001298274929,     0.06347710896,     0.01606354969,                 0
          0,           0,          89,      -4.377984738,      -4.304113292,      -4.758255658,      -4.640005893,      -4.835672269,                 0,    0.001283123952,     0.06148747581,      0.0116663472,                 0
          0,           0,          90,      -4.389524022,      -4.312646109,      -4.768389397,      -4.648798008,      -4.848263622,                 0,    0.001269479986,     0.05975942902,    0.007141720248,                 0
          0,           0,          91,      -4.400909903,      -4.321182011,       -4.77844514,      -4.657595192,      -4.860807864,                 0,    0.001257334914,     0.05829200734,    0.002518083213,                 0
          0,           0,          92,      -4.412005121,      -4.329697659,      -4.788416592,      -4.666387577,      -4.873143555,                 0,     0.00124667564,     0.05708308728,   -0.002176854076,                 0
          0,           0,          93,      -4.422672464,      -4.338169588,      -4.798299816,      -4.675166752,      -4.885101538,                 0,    0.001237484167,     0.05612945434,   -0.006916087133,                 0
          0,           0,          94,      -4.432780367,      -4.346574678,      -4.808093424,      -4.683925976,      -4.896510793,                 0,    0.001229737741,     0.05542687058,    -0.01167330461,                 0
          0,           0,          95,      -4.442209258,      -4.354890664,      -4.817798678,      -4.692660355,      -4.907205993,                 0,    0.001223409076,     0.05497013691,    -0.01642287334,                 0
          0,           0,          96,      -4.450858178,      -4.363096672,      -4.827419479,      -4.701366942,      -4.917036381,                 0,    0.001218466637,     0.05475314947,    -0.02113983022,                 0
          0,           0,          97,      -4.458651021,      -4.371173759,      -4.836962222,      -4.710044763,      -4.925875232,                 0,    0.001214874983,     0.05476895045,    -0.02579988944,                 0
          0,           0,          98,       -4.46554167,       -4.37910545,      -4.846435488,      -4.718694742,      -4.933628861,                 0,    0.001212595152,     0.05500977389,    -0.03037947147,                 0
          0,           0,          99,      -4.471517361,      -4.386878223,      -4.855849598,      -4.727319517,      -4.940243968,                 0,    0.001211585087,     0.05546708789,    -0.03485575807,                 0
          0,           0,         100,      -4.476599778,      -4.394481939,      -4.865216008,      -4.735923162,      -4.945712213,                 0,    0.001211800094,     0.05613163466,    -0.03920677491,                 0
          0,           0,         101,      -4.480843737,      -4.401910179,      -4.874546601,      -4.744510816,      -4.950071259,                 0,    0.001213193308,     0.05699347017,    -0.04341150075,                 0
          0,           0,         102,      -4.484333605,       -4.40916048,      -4.883852898,      -4.753088237,       -4.95340209,                 0,    0.001215716173,     0.05804200518,    -0.04744999975,                 0
          0,           0,         103,      -4.487177965,      -4.416234443,      -4.893145231,      -4.761661324,      -4.955823036,                 0,    0.001219318911,     0.05926604908,    -0.05130357102,                 0
          0,           0,         104,      -4.489503187,      -4.423137705,      -4.902431931,      -4.770235615,      -4.957481434,                 0,    0.001223950969,     0.06065385812,    -0.05495490839,                 0
          0,           0,         105,       -4.49144666,      -4.429879795,      -4.911718565,      -4.778815809,      -4.958544096,                 0,     0.00122956144,      0.0621931889,    -0.05838826193,                 0
          0,           0,         106,      -4.493150323,      -4.436473848,      -4.921007287,      -4.787405325,      -4.959187783,                 0,    0.001236099436,     0.06387135785,    -0.06158959274,                 0
          0,           0,         107,       -4.49475498,      -4.442936221,      -4.930296303,      -4.796005932,      -4.959590606,                 0,    0.001243514409,     0.06567530701,    -0.06454671286,                 0
          0,           0,         108,      -4.496395696,      -4.449286008,      -4.939579513,      -4.804617467,      -4.959924966,                 0,     0.00125175641,     0.06759167584,    -0.06724940303,                 0
          0,           0,         109,      -4.498198349,      -4.455544502,      -4.948846325,      -4.813237641,      -4.960352283,                 0,    0.001260776285,     0.06960687853,    -0.06968950256,                 0
          0,           0,         110,      -4.500277294,      -4.461734599,      -4.958081674,      -4.821861954,       -4.96101946,                 0,    0.001270525797,     0.07170718573,    -0.07186096731,                 0
          0,           0,         111,      -4.502733987,      -4.467880198,      -4.967266235,      -4.830483703,      -4.962056884,                 0,    0.001280957684,     0.07387880946,    -0.07375989365,                 0
          0,           0,         112,      -4.505656366,      -4.474005609,      -4.976376842,      -4.839094101,      -4.963577626,                 0,    0.001292025651,     0.07610798957,    -0.07538450818,                 0
          0,           0,         113,      -4.509118789,       -4.48013499,        -4.9853871,      -4.847682483,      -4.965677513,                 0,    0.001303684305,     0.07838108022,    -0.07673512473,                 0
          0,           0,         114,      -4.513182343,      -4.486291836,      -4.994268181,      -4.856236594,      -4.968435773,                 0,    0.001315889048,     0.08068463456,    -0.07781407136,                 0
          0,           0,         115,      -4.517895358,      -4.492498525,       -5.00298978,      -4.864742961,      -4.971915994,                 0,    0.001328595925,     0.08300548614,    -0.07862559138,                 0
          0,           0,         116,      -4.523293993,       -4.49877594,        -5.0115212,      -4.873187324,      -4.976167192,                 0,     0.00134176146,     0.08533082577,    -0.07917572287,                 0
          0,           0,         117,      -4.529402816,      -4.505143159,      -5.019832537,      -4.881555122,      -4.981224865,                 0,    0.001355342474,     0.08764827246,    -0.07947216149,                 0
          0,           0,         118,       -4.53623529,      -4.511617217,      -5.027895907,      -4.889832006,      -4.987111914,                 0,    0.001369295911,     0.08994593797,    -0.07952411125,                 0
          0,           0,         119,      -4.543794137,      -4.518212938,      -5.035686672,      -4.898004378,      -4.993839371,                 0,     0.00138357868,      0.0922124842,    -0.07934212776,                 0
          0,           0,         120,      -4.552071554,      -4.524942829,      -5.043184597,      -4.906059924,      -5.001406914,                 0,    0.001398147516,     0.09443717327,    -0.07893795762,                 0
          0,           0,         121,      -4.561049263,      -4.531817024,      -5.050374884,      -4.913988122,      -5.009803125,                 0,    0.001412958884,     0.09660991034,    -0.07832437743,                 0
          0,           0,         122,      -4.570698428,      -4.538843276,      -5.057249019,       -4.92178071,      -5.019005514,                 0,    0.001427968913,     0.09872127919,    -0.07751503477,                 0
          0,           0,         123,      -4.580979444,      -4.546026983,       -5.06380539,      -4.929432088,      -5.028980311,                 0,    0.001443133376,      0.1007625711,    -0.07652429331,                 0
          0,           0,         124,      -4.591841663,       -4.55337125,      -5.070049626,      -4.936939637,       -5.03968206,                 0,    0.001458407716,      0.1027258072,     -0.0753670834,                 0
          0,           0,         125,      -4.603223099,      -4.560876968,      -5.075994663,      -4.944303946,      -5.051053073,                 0,    0.001473747109,      0.1046037547,    -0.07405875909,                 0
          0,           0,         126,      -4.615050224,      -4.568542908,      -5.081660505,      -4.951528939,      -5.063022813,                 0,     0.00148910657,       0.106389938,    -0.07261496222,                 0
          0,           0,         127,       -4.62723795,      -4.576365836,      -5.087073731,      -4.958621883,      -5.075507315,                 0,    0.001504441097,      0.1080786441,    -0.07105149392,                 0
          0,           0,         128,      -4.639689938,      -4.584340632,      -5.092266769,      -4.965593305,      -5.088408792,                 0,     0.00151970584,      0.1096649233,    -0.06938419368,                 0
          0,           0,         129,      -4.652299391,      -4.592460415,      -5.097276998,      -4.972456806,      -5.101615601,                 0,    0.001534856296,      0.1111445859,    -0.06762882609,                 0
          0,           0,         130,      -4.664950483,      -4.600716685,      -5.102145724,      -4.979228785,      -5.115002797,                 0,    0.001549848529,      0.1125141944,    -0.06580097522,                 0
          0,           0,         131,      -4.677520587,      -4.609099458,      -5.106917107,      -4.985928105,      -5.128433512,                 0,     0.00156463939,      0.1137710521,    -0.06391594671,                 0
          0,           0,         132,      -4.689883373,      -4.617597422,      -5.111637086,      -4.992575697,      -5.141761389,                 0,    0.001579186759,       0.114913188,    -0.06198867745,                 0
          0,           0,         133,      -4.701912831,      -4.626198086,      -5.116352348,      -4.999194133,       -5.15483428,                 0,    0.001593449773,      0.1159393388,    -0.06003365296,                 0
          0,           0,         134,      -4.713488088,      -4.634887956,      -5.121109385,      -5.005807185,      -5.167499255,                 0,    0.001607389062,      0.1168489274,    -0.05806483246,                 0
          0,           0,         135,        -4.7244988,      -4.643652703,      -5.125953664,      -5.012439376,      -5.179608873,                 0,    0.001620966974,       0.117642039,    -0.05609558153,                 0
          0,           0,         136,        -4.7348507,      -4.652477354,       -5.13092892,      -5.019115548,      -5.191028345,                 0,    0.001634147783,      0.1183193944,    -0.05413861247,                 0
          0,           0,         137,      -4.744470806,      -4.661346491,      -5.136076575,      -5.025860452,      -5.201643057,                 0,    0.001646897894,      0.1188823214,    -0.05220593227,                 0
          0,           0,         138,      -4.753311706,       -4.67024446,      -5.141435282,      -5.032698363,      -5.211365665,                 0,    0.001659186019,      0.1193327238,    -0.05030879807,                 0
          0,           0,         139,      -4.761354417,      -4.679155589,      -5.147040587,      -5.039652735,      -5.220141888,                 0,    0.001670983345,      0.1196730483,    -0.04845768016,                 0
          0,           0,         140,      -4.768609414,      -4.688064418,      -5.152924675,      -5.046745891,      -5.227954208,                 0,    0.001682263675,      0.1199062502,    -0.04666223224,                 0
          0,           0,         141,      -4.775115731,      -4.696955932,      -5.159116214,      -5.053998753,      -5.234822929,                 0,    0.001693003553,      0.1200357576,    -0.04493126878,                 0
          0,           0,         142,      -4.780938209,      -4.705815794,      -5.165640244,        -5.0614306,      -5.240804428,                 0,    0.001703182363,      0.1200654343,    -0.04327274933,                 0
          0,           0,         143,      -4.786163279,       -4.71463058,      -5.172518123,      -5.069058878,       -5.24598686,                 0,    0.001712782409,      0.1199995412,    -0.04169376947,                 0
          0,           0,         144,      -4.790893787,      -4.723387999,      -5.179767502,      -5.076899027,      -5.250483936,                 0,    0.001721788969,       0.119842698,    -0.04020055805,                 0
          0,           0,         145,       -4.79524341,      -4.732077106,      -5.187402316,      -5.084964346,      -5.254427619,                 0,    0.001730190332,      0.1195998429,    -0.03879848058,                 0
          0,           0,         146,      -4.799331221,      -4.740688488,      -5.195432776,      -5.093265887,      -5.257960576,                 0,    0.001737977808,      0.1192761933,    -0.03749204813,                 0
          0,           0,         147,      -4.803276776,      -4.749214426,      -5.203865372,      -5.101812362,      -5.261229144,                 0,    0.001745145715,      0.1188772052,    -0.03628493161,                 0
          0,           0,         148,      -4.807196003,      -4.757649029,       -5.21270285,      -5.110610089,      -5.264377302,                 0,    0.001751691351,      0.1184085333,    -0.03517998095,                 0
          0,           0,         149,         -4.811198,      -4.765988323,      -5.221944194,      -5.119662943,      -5.267541928,                 0,    0.001757614938,      0.1178759911,    -0.03417924872,                 0
          0,           0,         150,      -4.815382732,      -4.774230306,      -5.231584578,      -5.128972333,      -5.270849385,                 0,    0.001762919546,      0.1172855118,    -0.03328401781,                 0
          0,           0,         151,      -4.819839522,      -4.782374961,      -5.241615315,      -5.138537198,      -5.274413327,                 0,    0.001767611009,       0.116643109,    -0.03249483274,                 0
          0,           0,         152,      -4.824646221,       -4.79042422,      -5.252023791,      -5.148354017,      -5.278333516,                 0,    0.001771697806,      0.1159548396,    -0.03181153418,                 0
          0,           0,         153,      -4.829868869,      -4.798381895,      -5.262793395,      -5.158416835,      -5.282695417,                 0,    0.001775190937,      0.1152267668,    -0.03123329617,                 0
          0,           0,         154,      -4.835561724,      -4.806253557,      -5.273903453,      -5.168717318,       -5.28757034,                 0,    0.001778103785,      0.1144649248,    -0.03075866572,                 0
          0,           0,         155,      -4.841767499,      -4.814046391,      -5.285329176,      -5.179244814,      -5.293015909,                 0,    0.001780451957,      0.1136752851,    -0.03038560421,                 0
          0,           0,         156,      -4.848517721,      -4.821769012,      -5.297041636,       -5.18998645,      -5.299076701,                 0,     0.00178225312,      0.1128637239,    -0.03011153041,                 0
          0,           0,         157,      -4.855833122,      -4.829431265,      -5.309007793,      -5.200927244,       -5.30578492,                 0,    0.001783526827,      0.1120359922,    -0.02993336444,                 0
          0,           0,         158,      -4.863723996,      -4.837043991,      -5.321190575,      -5.212050253,       -5.31316102,                 0,    0.001784294331,       0.111197687,    -0.02984757249,                 0
          0,           0,         159,        -4.8721905,        -4.8446188,      -5.333549061,      -5.223336741,      -5.321214211,                 0,    0.001784578404,      0.1103542252,    -0.02985021189,                 0
          0,           0,         160,      -4.881222868,      -4.852167824,      -5.346038759,      -5.234766395,      -5.329942816,                 0,    0.001784403137,      0.1095108191,    -0.02993697616,                 0
          0,           0,         161,      -4.890801554,      -4.859703476,      -5.358612033,      -5.246317562,      -5.339334472,                 0,     0.00178379376,      0.1086724548,    -0.03010323981,                 0
          0,           0,         162,      -4.900897302,      -4.867238217,      -5.371218663,      -5.257967532,      -5.349366164,                 0,    0.001782776441,      0.1078438719,    -0.03034410252,                 0
          0,           0,         163,      -4.911471198,       -4.87478433,      -5.383806592,      -5.269692856,      -5.360004137,                 0,    0.001781378102,      0.1070295469,    -0.03065443256,                 0
          0,           0,         164,      -4.922474724,      -4.882353714,      -5.396322838,      -5.281469697,      -5.371203709,                 0,    0.001779626239,      0.1062336774,    -0.03102890915,                 0
          0,           0,         165,        -4.9338499,      -4.889957687,      -5.408714576,      -5.293274223,      -5.382909045,                 0,    0.001777548737,      0.1054601696,    -0.03146206366,                 0
          0,           0,         166,      -4.945529575,      -4.897606822,      -5.420930372,      -5.305083012,      -5.395052995,                 0,    0.001775173706,      0.1047126279,    -0.03194831944,                 0
